date,store_nbr,transactions
6/25/2015,20,1399
6/25/2015,23,899
6/25/2015,24,2078
6/25/2015,25,640
6/25/2015,26,457
6/25/2015,27,1262
6/25/2015,28,1008
6/25/2015,29,883
6/25/2015,30,690
6/25/2015,31,1322
6/25/2015,32,594
6/25/2015,33,899
6/25/2015,34,1881
6/25/2015,35,647
6/25/2015,36,973
6/25/2015,37,1509
6/25/2015,38,1333
6/25/2015,39,1239
6/25/2015,40,1247
6/25/2015,41,909
6/25/2015,43,1064
6/25/2015,44,3387
6/25/2015,45,2895
6/25/2015,46,2834
6/25/2015,47,3038
6/25/2015,48,2269
6/25/2015,49,2401
6/25/2015,50,2005
6/25/2015,51,1458
6/25/2015,53,734
6/25/2015,54,648
6/26/2015,1,1829
6/26/2015,2,2007
6/26/2015,3,3181
6/26/2015,4,1584
6/26/2015,5,1311
6/26/2015,6,1695
6/26/2015,7,1867
6/26/2015,8,2827
6/26/2015,9,1690
6/26/2015,10,787
6/26/2015,11,2049
6/26/2015,12,1103
6/26/2015,13,868
6/26/2015,14,1191
6/26/2015,15,1375
6/26/2015,16,805
6/26/2015,17,1199
6/26/2015,18,1204
6/26/2015,19,1151
6/26/2015,20,1265
6/26/2015,23,1050
6/26/2015,24,2478
6/26/2015,25,840
6/26/2015,26,463
6/26/2015,27,1268
6/26/2015,28,890
6/26/2015,29,799
6/26/2015,30,657
6/26/2015,31,1260
6/26/2015,32,549
6/26/2015,33,872
6/26/2015,34,2102
6/26/2015,35,519
6/26/2015,36,961
6/26/2015,37,1622
6/26/2015,38,1496
6/26/2015,39,1232
6/26/2015,40,1230
6/26/2015,41,790
6/26/2015,43,1096
6/26/2015,44,4025
6/26/2015,45,3483
6/26/2015,46,3076
6/26/2015,47,3397
6/26/2015,48,2543
6/26/2015,49,2862
6/26/2015,50,2328
6/26/2015,51,1772
6/26/2015,53,787
6/26/2015,54,730
6/27/2015,1,1301
6/27/2015,2,1979
6/27/2015,3,3474
6/27/2015,4,1609
6/27/2015,5,1566
6/27/2015,6,1990
6/27/2015,7,1741
6/27/2015,8,2704
6/27/2015,9,2129
6/27/2015,10,1088
6/27/2015,11,2245
6/27/2015,12,1335
6/27/2015,13,1156
6/27/2015,14,1555
6/27/2015,15,1293
6/27/2015,16,922
6/27/2015,17,1525
6/27/2015,18,1224
6/27/2015,19,1680
6/27/2015,20,1794
6/27/2015,23,1090
6/27/2015,24,2452
6/27/2015,25,1104
6/27/2015,26,566
6/27/2015,27,1821
6/27/2015,28,1243
6/27/2015,29,1041
6/27/2015,30,749
6/27/2015,31,1547
6/27/2015,32,652
6/27/2015,33,1139
6/27/2015,34,2259
6/27/2015,35,770
6/27/2015,36,1130
6/27/2015,37,1518
6/27/2015,38,2133
6/27/2015,39,1551
6/27/2015,40,1393
6/27/2015,41,1120
6/27/2015,43,1319
6/27/2015,44,4944
6/27/2015,45,4208
6/27/2015,46,4297
6/27/2015,47,4469
6/27/2015,48,3465
6/27/2015,49,3007
6/27/2015,50,2964
6/27/2015,51,1862
6/27/2015,53,963
6/27/2015,54,966
6/28/2015,1,539
6/28/2015,2,1943
6/28/2015,3,3604
6/28/2015,4,1761
6/28/2015,5,1179
6/28/2015,6,2152
6/28/2015,7,1484
6/28/2015,8,2633
6/28/2015,9,2265
6/28/2015,10,936
6/28/2015,11,2366
6/28/2015,12,1294
6/28/2015,13,958
6/28/2015,14,1016
6/28/2015,15,1044
6/28/2015,16,1064
6/28/2015,17,1530
6/28/2015,18,1378
6/28/2015,19,1138
6/28/2015,20,2296
6/28/2015,23,972
6/28/2015,24,1921
6/28/2015,25,718
6/28/2015,26,593
6/28/2015,27,1967
6/28/2015,28,1633
6/28/2015,29,1333
6/28/2015,30,689
6/28/2015,31,1740
6/28/2015,32,698
6/28/2015,33,1162
6/28/2015,34,2042
6/28/2015,35,819
6/28/2015,36,1217
6/28/2015,37,1366
6/28/2015,38,2170
6/28/2015,39,1555
6/28/2015,40,1318
6/28/2015,41,1419
6/28/2015,43,1511
6/28/2015,44,5182
6/28/2015,45,4395
6/28/2015,46,4744
6/28/2015,47,4711
6/28/2015,48,4205
6/28/2015,49,3238
6/28/2015,50,3085
6/28/2015,51,2010
6/28/2015,53,1078
6/28/2015,54,1099
6/29/2015,1,1838
6/29/2015,2,1816
6/29/2015,3,2951
6/29/2015,4,1336
6/29/2015,5,1403
6/29/2015,6,1609
6/29/2015,7,1813
6/29/2015,8,2660
6/29/2015,9,1799
6/29/2015,10,957
6/29/2015,11,1872
6/29/2015,12,1179
6/29/2015,13,902
6/29/2015,14,1438
6/29/2015,15,1482
6/29/2015,16,925
6/29/2015,17,1355
6/29/2015,18,1321
6/29/2015,19,1176
6/29/2015,20,1313
6/29/2015,23,935
6/29/2015,24,2376
6/29/2015,25,590
6/29/2015,26,468
6/29/2015,27,1374
6/29/2015,28,982
6/29/2015,29,903
6/29/2015,30,660
6/29/2015,31,1354
6/29/2015,32,554
6/29/2015,33,977
6/29/2015,34,2000
6/29/2015,35,654
6/29/2015,36,1037
6/29/2015,37,1502
6/29/2015,38,1407
6/29/2015,39,1232
6/29/2015,40,1467
6/29/2015,41,883
6/29/2015,43,1287
6/29/2015,44,3736
6/29/2015,45,3054
6/29/2015,46,2990
6/29/2015,47,3354
6/29/2015,48,2361
6/29/2015,49,2497
6/29/2015,50,2075
6/29/2015,51,1564
6/29/2015,53,683
6/29/2015,54,845
6/30/2015,1,1881
6/30/2015,2,1811
6/30/2015,3,2863
6/30/2015,4,1338
6/30/2015,5,1393
6/30/2015,6,1679
6/30/2015,7,1767
6/30/2015,8,2614
6/30/2015,9,2044
6/30/2015,10,994
6/30/2015,11,2255
6/30/2015,12,1223
6/30/2015,13,1004
6/30/2015,14,1391
6/30/2015,15,1502
6/30/2015,16,926
6/30/2015,17,1336
6/30/2015,18,1376
6/30/2015,19,1207
6/30/2015,20,1398
6/30/2015,23,981
6/30/2015,24,2479
6/30/2015,25,651
6/30/2015,26,545
6/30/2015,27,1355
6/30/2015,28,1226
6/30/2015,29,1053
6/30/2015,30,742
6/30/2015,31,1405
6/30/2015,32,632
6/30/2015,33,1152
6/30/2015,34,2119
6/30/2015,35,731
6/30/2015,36,1254
6/30/2015,37,1490
6/30/2015,38,1530
6/30/2015,39,1385
6/30/2015,40,1559
6/30/2015,41,921
6/30/2015,43,1376
6/30/2015,44,3706
6/30/2015,45,3081
6/30/2015,46,3035
6/30/2015,47,3343
6/30/2015,48,2589
6/30/2015,49,2475
6/30/2015,50,2404
6/30/2015,51,1510
6/30/2015,53,685
6/30/2015,54,848
7/1/2015,1,1947
7/1/2015,2,2112
7/1/2015,3,3486
7/1/2015,4,1600
7/1/2015,5,1517
7/1/2015,6,1888
7/1/2015,7,2037
7/1/2015,8,2913
7/1/2015,9,2261
7/1/2015,10,1041
7/1/2015,11,2414
7/1/2015,12,1274
7/1/2015,13,946
7/1/2015,14,1424
7/1/2015,15,1486
7/1/2015,16,923
7/1/2015,17,1357
7/1/2015,18,1402
7/1/2015,19,1343
7/1/2015,20,1657
7/1/2015,23,1083
7/1/2015,24,2705
7/1/2015,25,811
7/1/2015,26,722
7/1/2015,27,1568
7/1/2015,28,1182
7/1/2015,29,1025
7/1/2015,30,755
7/1/2015,31,1466
7/1/2015,32,654
7/1/2015,33,1090
7/1/2015,34,2108
7/1/2015,35,750
7/1/2015,36,1222
7/1/2015,37,1798
7/1/2015,38,1855
7/1/2015,39,1322
7/1/2015,40,1547
7/1/2015,41,1121
7/1/2015,43,1350
7/1/2015,44,4450
7/1/2015,45,3621
7/1/2015,46,3785
7/1/2015,47,3975
7/1/2015,48,3128
7/1/2015,49,2978
7/1/2015,50,2418
7/1/2015,51,1876
7/1/2015,53,950
7/1/2015,54,774
7/2/2015,1,1846
7/2/2015,2,2003
7/2/2015,3,3169
7/2/2015,4,1457
7/2/2015,5,1357
7/2/2015,6,1771
7/2/2015,7,1747
7/2/2015,8,2757
7/2/2015,9,2358
7/2/2015,10,1039
7/2/2015,11,2434
7/2/2015,12,1266
7/2/2015,13,944
7/2/2015,14,1454
7/2/2015,15,1611
7/2/2015,16,808
7/2/2015,17,1283
7/2/2015,18,1311
7/2/2015,19,1257
7/2/2015,20,1626
7/2/2015,23,960
7/2/2015,24,2467
7/2/2015,25,685
7/2/2015,26,583
7/2/2015,27,1373
7/2/2015,28,1179
7/2/2015,29,1000
7/2/2015,30,714
7/2/2015,31,1508
7/2/2015,32,641
7/2/2015,33,1068
7/2/2015,34,2157
7/2/2015,35,724
7/2/2015,36,1206
7/2/2015,37,1636
7/2/2015,38,1561
7/2/2015,39,1427
7/2/2015,40,1417
7/2/2015,41,960
7/2/2015,43,1335
7/2/2015,44,3945
7/2/2015,45,3281
7/2/2015,46,3382
7/2/2015,47,3829
7/2/2015,48,3005
7/2/2015,49,2806
7/2/2015,50,2421
7/2/2015,51,1604
7/2/2015,53,748
7/2/2015,54,742
7/3/2015,1,2012
7/3/2015,2,2178
7/3/2015,3,3611
7/3/2015,4,1637
7/3/2015,5,1197
7/3/2015,6,1894
7/3/2015,7,2059
7/3/2015,8,3078
7/3/2015,9,2132
7/3/2015,10,984
7/3/2015,11,2381
7/3/2015,12,1220
7/3/2015,13,1021
7/3/2015,14,1353
7/3/2015,15,1515
7/3/2015,16,793
7/3/2015,17,1275
7/3/2015,18,1229
7/3/2015,19,1270
7/3/2015,20,1516
7/3/2015,23,1100
7/3/2015,24,2753
7/3/2015,25,860
7/3/2015,26,642
7/3/2015,27,1398
7/3/2015,28,1027
7/3/2015,29,817
7/3/2015,30,714
7/3/2015,31,1319
7/3/2015,32,579
7/3/2015,33,949
7/3/2015,34,2270
7/3/2015,35,677
7/3/2015,36,1066
7/3/2015,37,1794
7/3/2015,38,1723
7/3/2015,39,1351
7/3/2015,40,1401
7/3/2015,41,949
7/3/2015,43,1322
7/3/2015,44,4727
7/3/2015,45,3937
7/3/2015,46,3750
7/3/2015,47,4108
7/3/2015,48,3153
7/3/2015,49,3179
7/3/2015,50,2563
7/3/2015,51,1930
7/3/2015,53,870
7/3/2015,54,818
7/4/2015,1,1264
7/4/2015,2,2341
7/4/2015,3,3880
7/4/2015,4,1779
7/4/2015,5,1518
7/4/2015,6,2246
7/4/2015,7,1793
7/4/2015,8,3051
7/4/2015,9,2581
7/4/2015,10,1239
7/4/2015,11,2676
7/4/2015,12,1358
7/4/2015,13,1249
7/4/2015,14,1730
7/4/2015,15,1473
7/4/2015,16,1032
7/4/2015,17,1558
7/4/2015,18,1396
7/4/2015,19,1902
7/4/2015,20,2075
7/4/2015,23,1076
7/4/2015,24,2554
7/4/2015,25,1167
7/4/2015,26,624
7/4/2015,27,1872
7/4/2015,28,1510
7/4/2015,29,1193
7/4/2015,30,772
7/4/2015,31,1602
7/4/2015,32,766
7/4/2015,33,1234
7/4/2015,34,2535
7/4/2015,35,880
7/4/2015,36,1303
7/4/2015,37,1647
7/4/2015,38,2317
7/4/2015,39,1727
7/4/2015,40,1580
7/4/2015,41,1250
7/4/2015,43,1573
7/4/2015,44,5243
7/4/2015,45,4314
7/4/2015,46,5041
7/4/2015,47,4699
7/4/2015,48,4140
7/4/2015,49,3526
7/4/2015,50,3431
7/4/2015,51,2240
7/4/2015,53,1096
7/4/2015,54,1063
7/5/2015,1,514
7/5/2015,2,2156
7/5/2015,3,3765
7/5/2015,4,1794
7/5/2015,5,1400
7/5/2015,6,2034
7/5/2015,7,1302
7/5/2015,8,2482
7/5/2015,9,2421
7/5/2015,10,965
7/5/2015,11,2500
7/5/2015,12,1322
7/5/2015,13,939
7/5/2015,14,1065
7/5/2015,15,996
7/5/2015,16,1095
7/5/2015,17,1396
7/5/2015,18,1568
7/5/2015,19,1189
7/5/2015,20,2208
7/5/2015,23,971
7/5/2015,24,2042
7/5/2015,25,1089
7/5/2015,26,646
7/5/2015,27,1937
7/5/2015,28,1820
7/5/2015,29,1407
7/5/2015,30,752
7/5/2015,31,1832
7/5/2015,32,722
7/5/2015,33,1191
7/5/2015,34,2259
7/5/2015,35,858
7/5/2015,36,1203
7/5/2015,37,1302
7/5/2015,38,2290
7/5/2015,39,1532
7/5/2015,40,1304
7/5/2015,41,1393
7/5/2015,43,1488
7/5/2015,44,3952
7/5/2015,45,4247
7/5/2015,46,4944
7/5/2015,47,4841
7/5/2015,48,4493
7/5/2015,49,2677
7/5/2015,50,3351
7/5/2015,51,2435
7/5/2015,53,999
7/5/2015,54,1160
7/6/2015,1,1338
7/6/2015,2,2154
7/6/2015,3,3309
7/6/2015,4,1298
7/6/2015,5,1655
7/6/2015,6,2152
7/6/2015,7,1901
7/6/2015,8,2131
7/6/2015,9,2625
7/6/2015,10,969
7/6/2015,11,2501
7/6/2015,12,1248
7/6/2015,13,1033
7/6/2015,14,1527
7/6/2015,15,1536
7/6/2015,16,1053
7/6/2015,17,1481
7/6/2015,18,843
7/6/2015,19,1309
7/6/2015,20,1688
7/6/2015,23,1046
7/6/2015,24,1365
7/6/2015,25,857
7/6/2015,26,514
7/6/2015,27,1825
7/6/2015,28,1143
7/6/2015,29,1164
7/6/2015,30,549
7/6/2015,31,1567
7/6/2015,32,586
7/6/2015,33,1191
7/6/2015,34,1559
7/6/2015,35,743
7/6/2015,36,1187
7/6/2015,37,1488
7/6/2015,38,1932
7/6/2015,39,1453
7/6/2015,40,1497
7/6/2015,41,1163
7/6/2015,43,1420
7/6/2015,44,2968
7/6/2015,45,4434
7/6/2015,46,4159
7/6/2015,47,4053
7/6/2015,48,3656
7/6/2015,49,3289
7/6/2015,50,2664
7/6/2015,51,989
7/6/2015,53,997
7/6/2015,54,938
7/7/2015,2,1185
7/7/2015,3,2213
7/7/2015,4,785
7/7/2015,5,1404
7/7/2015,6,1585
7/7/2015,7,1280
7/7/2015,8,1360
7/7/2015,9,2070
7/7/2015,10,906
7/7/2015,11,2623
7/7/2015,12,1249
7/7/2015,13,1040
7/7/2015,14,1367
7/7/2015,15,1318
7/7/2015,16,1021
7/7/2015,17,1427
7/7/2015,18,704
7/7/2015,19,1168
7/7/2015,20,1649
7/7/2015,23,1006
7/7/2015,24,2516
7/7/2015,25,645
7/7/2015,26,608
7/7/2015,27,1416
7/7/2015,28,1288
7/7/2015,29,1152
7/7/2015,30,739
7/7/2015,31,1455
7/7/2015,32,606
7/7/2015,33,1207
7/7/2015,34,2222
7/7/2015,35,754
7/7/2015,36,1217
7/7/2015,37,1477
7/7/2015,38,1563
7/7/2015,39,1442
7/7/2015,40,1577
7/7/2015,41,921
7/7/2015,43,1451
7/7/2015,44,2510
7/7/2015,45,3775
7/7/2015,46,3379
7/7/2015,47,3014
7/7/2015,48,3526
7/7/2015,49,2708
7/7/2015,50,2939
7/7/2015,51,1645
7/7/2015,53,687
7/7/2015,54,917
7/8/2015,1,2015
7/8/2015,2,2067
7/8/2015,3,3463
7/8/2015,4,1545
7/8/2015,5,1530
7/8/2015,6,1763
7/8/2015,7,1807
7/8/2015,8,3086
7/8/2015,9,2063
7/8/2015,10,964
7/8/2015,11,2279
7/8/2015,12,1149
7/8/2015,13,899
7/8/2015,14,1299
7/8/2015,15,1442
7/8/2015,16,873
7/8/2015,17,1316
7/8/2015,18,1438
7/8/2015,19,1192
7/8/2015,20,1466
7/8/2015,23,977
7/8/2015,24,2542
7/8/2015,25,748
7/8/2015,26,530
7/8/2015,27,1474
7/8/2015,28,997
7/8/2015,29,979
7/8/2015,30,674
7/8/2015,31,1261
7/8/2015,32,589
7/8/2015,33,920
7/8/2015,34,2021
7/8/2015,35,639
7/8/2015,36,1022
7/8/2015,37,1708
7/8/2015,38,1618
7/8/2015,39,1306
7/8/2015,40,1416
7/8/2015,41,1025
7/8/2015,43,1285
7/8/2015,44,4560
7/8/2015,45,3572
7/8/2015,46,3542
7/8/2015,47,4058
7/8/2015,48,2757
7/8/2015,49,2612
7/8/2015,50,2303
7/8/2015,51,1743
7/8/2015,53,820
7/8/2015,54,762
7/9/2015,1,1983
7/9/2015,2,1880
7/9/2015,3,3121
7/9/2015,4,1460
7/9/2015,5,1498
7/9/2015,6,1653
7/9/2015,7,1830
7/9/2015,8,2751
7/9/2015,9,2107
7/9/2015,10,938
7/9/2015,11,2224
7/9/2015,12,1189
7/9/2015,13,871
7/9/2015,14,1431
7/9/2015,15,1448
7/9/2015,16,891
7/9/2015,17,1196
7/9/2015,18,1403
7/9/2015,19,1137
7/9/2015,20,1531
7/9/2015,23,957
7/9/2015,24,2343
7/9/2015,25,676
7/9/2015,26,444
7/9/2015,27,1235
7/9/2015,28,973
7/9/2015,29,921
7/9/2015,30,664
7/9/2015,31,1440
7/9/2015,32,604
7/9/2015,33,1027
7/9/2015,34,1972
7/9/2015,35,647
7/9/2015,36,1059
7/9/2015,37,1571
7/9/2015,38,1467
7/9/2015,39,1297
7/9/2015,40,1293
7/9/2015,41,888
7/9/2015,43,1193
7/9/2015,44,3858
7/9/2015,45,3198
7/9/2015,46,3199
7/9/2015,47,3405
7/9/2015,48,2628
7/9/2015,49,2579
7/9/2015,50,2208
7/9/2015,51,1453
7/9/2015,53,710
7/9/2015,54,746
7/10/2015,1,1980
7/10/2015,2,1966
7/10/2015,3,3295
7/10/2015,4,1503
7/10/2015,5,1496
7/10/2015,6,1763
7/10/2015,7,1928
7/10/2015,8,2928
7/10/2015,9,1795
7/10/2015,10,894
7/10/2015,11,2195
7/10/2015,12,1137
7/10/2015,13,877
7/10/2015,14,1284
7/10/2015,15,1426
7/10/2015,16,875
7/10/2015,17,1122
7/10/2015,18,1251
7/10/2015,19,1174
7/10/2015,20,1296
7/10/2015,23,1068
7/10/2015,24,2557
7/10/2015,25,805
7/10/2015,26,496
7/10/2015,27,1353
7/10/2015,28,945
7/10/2015,29,876
7/10/2015,30,641
7/10/2015,31,1216
7/10/2015,32,556
7/10/2015,33,879
7/10/2015,34,2130
7/10/2015,35,616
7/10/2015,36,971
7/10/2015,37,1660
7/10/2015,38,1723
7/10/2015,39,1306
7/10/2015,40,1291
7/10/2015,41,979
7/10/2015,43,1186
7/10/2015,44,4299
7/10/2015,45,3594
7/10/2015,46,3368
7/10/2015,47,3721
7/10/2015,48,2748
7/10/2015,49,2827
7/10/2015,50,2437
7/10/2015,51,1733
7/10/2015,53,788
7/10/2015,54,779
7/11/2015,1,1500
7/11/2015,2,1931
7/11/2015,3,3585
7/11/2015,4,1547
7/11/2015,5,1569
7/11/2015,6,1929
7/11/2015,7,1703
7/11/2015,8,2962
7/11/2015,9,2162
7/11/2015,10,1066
7/11/2015,11,2488
7/11/2015,12,1280
7/11/2015,13,1158
7/11/2015,14,1584
7/11/2015,15,1369
7/11/2015,16,1051
7/11/2015,17,1378
7/11/2015,18,1251
7/11/2015,19,1706
7/11/2015,20,1640
7/11/2015,23,1020
7/11/2015,24,2415
7/11/2015,25,973
7/11/2015,26,512
7/11/2015,27,1697
7/11/2015,28,1226
7/11/2015,29,1048
7/11/2015,30,638
7/11/2015,31,1506
7/11/2015,32,644
7/11/2015,33,1108
7/11/2015,34,2380
7/11/2015,35,746
7/11/2015,36,1102
7/11/2015,37,1668
7/11/2015,38,1982
7/11/2015,39,1624
7/11/2015,40,1433
7/11/2015,41,1161
7/11/2015,43,1443
7/11/2015,44,4979
7/11/2015,45,3999
7/11/2015,46,4225
7/11/2015,47,4210
7/11/2015,48,3459
7/11/2015,49,3094
7/11/2015,50,2919
7/11/2015,51,1897
7/11/2015,53,913
7/11/2015,54,981
7/12/2015,1,492
7/12/2015,2,1863
7/12/2015,3,3504
7/12/2015,4,1610
7/12/2015,5,1526
7/12/2015,6,2002
7/12/2015,7,1460
7/12/2015,8,2608
7/12/2015,9,2048
7/12/2015,10,926
7/12/2015,11,2321
7/12/2015,12,1101
7/12/2015,13,794
7/12/2015,14,949
7/12/2015,15,1012
7/12/2015,16,1150
7/12/2015,17,1499
7/12/2015,18,1306
7/12/2015,19,1213
7/12/2015,20,2060
7/12/2015,23,995
7/12/2015,24,1899
7/12/2015,25,820
7/12/2015,26,580
7/12/2015,27,1908
7/12/2015,28,1518
7/12/2015,29,1261
7/12/2015,30,634
7/12/2015,31,1765
7/12/2015,32,644
7/12/2015,33,1205
7/12/2015,34,2122
7/12/2015,35,771
7/12/2015,36,1242
7/12/2015,37,1261
7/12/2015,38,2336
7/12/2015,39,1457
7/12/2015,40,1309
7/12/2015,41,1306
7/12/2015,43,1441
7/12/2015,44,4669
7/12/2015,45,4298
7/12/2015,46,4497
7/12/2015,47,4388
7/12/2015,48,4068
7/12/2015,49,3128
7/12/2015,50,2915
7/12/2015,51,1913
7/12/2015,53,1060
7/12/2015,54,1150
7/13/2015,1,1930
7/13/2015,2,1860
7/13/2015,3,2973
7/13/2015,4,1317
7/13/2015,5,1506
7/13/2015,6,1665
7/13/2015,7,1736
7/13/2015,8,2626
7/13/2015,9,1980
7/13/2015,10,906
7/13/2015,11,2193
7/13/2015,12,1164
7/13/2015,13,915
7/13/2015,14,1439
7/13/2015,15,1467
7/13/2015,16,965
7/13/2015,17,1292
7/13/2015,18,1298
7/13/2015,19,1267
7/13/2015,20,1393
7/13/2015,23,989
7/13/2015,24,2284
7/13/2015,25,605
7/13/2015,26,527
7/13/2015,27,1386
7/13/2015,28,979
7/13/2015,29,882
7/13/2015,30,751
7/13/2015,31,1367
7/13/2015,32,563
7/13/2015,33,1058
7/13/2015,34,2081
7/13/2015,35,626
7/13/2015,36,1139
7/13/2015,37,1563
7/13/2015,38,1604
7/13/2015,39,1346
7/13/2015,40,1541
7/13/2015,41,955
7/13/2015,43,1426
7/13/2015,44,4067
7/13/2015,45,3295
7/13/2015,46,3123
7/13/2015,47,3297
7/13/2015,48,2673
7/13/2015,49,2627
7/13/2015,50,2354
7/13/2015,51,1457
7/13/2015,53,763
7/13/2015,54,861
7/14/2015,1,1837
7/14/2015,2,1749
7/14/2015,3,2789
7/14/2015,4,1276
7/14/2015,5,1455
7/14/2015,6,1507
7/14/2015,7,1715
7/14/2015,8,2526
7/14/2015,9,1873
7/14/2015,10,1010
7/14/2015,11,2120
7/14/2015,12,1175
7/14/2015,13,955
7/14/2015,14,1375
7/14/2015,15,1408
7/14/2015,16,908
7/14/2015,17,1252
7/14/2015,18,1356
7/14/2015,19,1171
7/14/2015,20,1344
7/14/2015,23,952
7/14/2015,24,2364
7/14/2015,25,631
7/14/2015,26,473
7/14/2015,27,1258
7/14/2015,28,1132
7/14/2015,29,986
7/14/2015,30,729
7/14/2015,31,1448
7/14/2015,32,575
7/14/2015,33,1042
7/14/2015,34,2049
7/14/2015,35,647
7/14/2015,36,1230
7/14/2015,37,1482
7/14/2015,38,1464
7/14/2015,39,1394
7/14/2015,40,1508
7/14/2015,41,927
7/14/2015,43,1236
7/14/2015,44,3680
7/14/2015,45,3053
7/14/2015,46,2788
7/14/2015,47,3045
7/14/2015,48,2403
7/14/2015,49,2361
7/14/2015,50,2206
7/14/2015,51,1492
7/14/2015,53,681
7/14/2015,54,761
7/15/2015,1,1925
7/15/2015,2,1893
7/15/2015,3,3060
7/15/2015,4,1407
7/15/2015,5,1479
7/15/2015,6,1679
7/15/2015,7,1730
7/15/2015,8,2798
7/15/2015,9,1874
7/15/2015,10,885
7/15/2015,11,2187
7/15/2015,12,1171
7/15/2015,13,819
7/15/2015,14,1251
7/15/2015,15,1393
7/15/2015,16,827
7/15/2015,17,1137
7/15/2015,18,1265
7/15/2015,19,1219
7/15/2015,20,1309
7/15/2015,23,953
7/15/2015,24,2591
7/15/2015,25,799
7/15/2015,26,580
7/15/2015,27,1479
7/15/2015,28,1067
7/15/2015,29,925
7/15/2015,30,654
7/15/2015,31,1139
7/15/2015,32,560
7/15/2015,33,989
7/15/2015,34,1994
7/15/2015,35,643
7/15/2015,36,1029
7/15/2015,37,1655
7/15/2015,38,1641
7/15/2015,39,1291
7/15/2015,40,1378
7/15/2015,41,959
7/15/2015,43,1190
7/15/2015,44,4219
7/15/2015,45,3454
7/15/2015,46,3184
7/15/2015,47,3542
7/15/2015,48,2812
7/15/2015,49,2694
7/15/2015,50,2245
7/15/2015,51,1701
7/15/2015,53,820
7/15/2015,54,708
7/16/2015,1,1774
7/16/2015,2,1745
7/16/2015,3,2882
7/16/2015,4,1278
7/16/2015,5,1441
7/16/2015,6,1619
7/16/2015,7,1711
7/16/2015,8,2560
7/16/2015,9,2020
7/16/2015,10,907
7/16/2015,11,2224
7/16/2015,12,1205
7/16/2015,13,907
7/16/2015,14,1235
7/16/2015,15,1305
7/16/2015,16,886
7/16/2015,17,1170
7/16/2015,18,1282
7/16/2015,19,1137
7/16/2015,20,1457
7/16/2015,23,926
7/16/2015,24,2468
7/16/2015,25,687
7/16/2015,26,512
7/16/2015,27,1345
7/16/2015,28,1055
7/16/2015,29,896
7/16/2015,30,668
7/16/2015,31,1355
7/16/2015,32,555
7/16/2015,33,940
7/16/2015,34,2089
7/16/2015,35,772
7/16/2015,36,1109
7/16/2015,37,1552
7/16/2015,38,1425
7/16/2015,39,1321
7/16/2015,40,1347
7/16/2015,41,909
7/16/2015,43,1248
7/16/2015,44,3842
7/16/2015,45,3071
7/16/2015,46,3003
7/16/2015,47,3375
7/16/2015,48,2568
7/16/2015,49,2460
7/16/2015,50,2270
7/16/2015,51,1530
7/16/2015,53,762
7/16/2015,54,678
7/17/2015,1,1830
7/17/2015,2,1924
7/17/2015,3,3220
7/17/2015,4,1414
7/17/2015,5,1474
7/17/2015,6,1732
7/17/2015,7,1835
7/17/2015,8,2853
7/17/2015,9,1842
7/17/2015,10,842
7/17/2015,11,2343
7/17/2015,12,1120
7/17/2015,13,884
7/17/2015,14,1217
7/17/2015,15,1352
7/17/2015,16,799
7/17/2015,17,1196
7/17/2015,18,1265
7/17/2015,19,1090
7/17/2015,20,1307
7/17/2015,23,1030
7/17/2015,24,2691
7/17/2015,25,951
7/17/2015,26,569
7/17/2015,27,1420
7/17/2015,28,979
7/17/2015,29,887
7/17/2015,30,698
7/17/2015,31,1316
7/17/2015,32,564
7/17/2015,33,909
7/17/2015,34,2239
7/17/2015,35,653
7/17/2015,36,981
7/17/2015,37,1813
7/17/2015,38,1685
7/17/2015,39,1380
7/17/2015,40,1353
7/17/2015,41,962
7/17/2015,43,1266
7/17/2015,44,4428
7/17/2015,45,3595
7/17/2015,46,3245
7/17/2015,47,3679
7/17/2015,48,2741
7/17/2015,49,2883
7/17/2015,50,2508
7/17/2015,51,1799
7/17/2015,53,815
7/17/2015,54,822
7/18/2015,1,1156
7/18/2015,2,2017
7/18/2015,3,3657
7/18/2015,4,1647
7/18/2015,5,1568
7/18/2015,6,2088
7/18/2015,7,1655
7/18/2015,8,2810
7/18/2015,9,2310
7/18/2015,10,1090
7/18/2015,11,2349
7/18/2015,12,1160
7/18/2015,13,1171
7/18/2015,14,1553
7/18/2015,15,1263
7/18/2015,16,1010
7/18/2015,17,1453
7/18/2015,18,1148
7/18/2015,19,1764
7/18/2015,20,1717
7/18/2015,23,966
7/18/2015,24,2367
7/18/2015,25,1106
7/18/2015,26,594
7/18/2015,27,1763
7/18/2015,28,1272
7/18/2015,29,1145
7/18/2015,30,717
7/18/2015,31,1530
7/18/2015,32,698
7/18/2015,33,1172
7/18/2015,34,2434
7/18/2015,35,762
7/18/2015,36,1252
7/18/2015,37,1658
7/18/2015,38,2226
7/18/2015,39,1577
7/18/2015,40,1465
7/18/2015,41,1140
7/18/2015,43,1436
7/18/2015,44,4895
7/18/2015,45,4260
7/18/2015,46,4401
7/18/2015,47,4362
7/18/2015,48,3697
7/18/2015,49,3143
7/18/2015,50,2952
7/18/2015,51,2047
7/18/2015,53,938
7/18/2015,54,902
7/19/2015,1,436
7/19/2015,2,1861
7/19/2015,3,3510
7/19/2015,4,1544
7/19/2015,5,1436
7/19/2015,6,2103
7/19/2015,7,1465
7/19/2015,8,2559
